"","id","scene_description"
"3849",6676,"[Puts her hand on the ground.]"
"3850",6677,"[Turns around and silences Toph.]"
"3851",6677,"[Blows a note on the flute. A groundhog-type creature pops out of a hole in the ground and mimics the note.]"
"3852",6677,"[Plays another note and another groundhog mimics it.]"
"3853",6678,"[Makes hand motions while looking on with annoyance.]"
"3854",6680,"[Annoyed.]"
"3855",6684,"[Walks next to Aang.]"
"3856",6685,"[Gestures to the side, sarcastically.]"
"3857",6685,"[Knocking on an imaginary door.]"
"3858",6687,"[Mockingly.]"
"3859",6687,"[Aang laughs.]"
"3860",6688,"[Opening a map and shows it to Katara.]"
"3861",6689,"[Pointing at the map.]"
"3862",6690,"[Cut to the symbol on the map.]"
"3863",6692,"[Laughs sheepishly.]"
"3864",6694,"[To the bartender.]"
"3865",6696,"[Runs up to the bartender.]"
"3866",6698,"[Airbends the drink off of his clothes.]"
"3867",6699,"[Gasps.]"
"3868",6700,"[Shrugs.]"
"3869",6701,"[Shot changes to show Katara holding an icy bowl.]"
"3870",6701,"[Grabs Aang's arm and points at his arrow tattoo. Camera pans to Aang's face.]"
"3871",6703,"[Measures Aang's head with a pair of calipers and speaking excitedly.]"
"3872",6704,"[Nervously.]"
"3873",6705,"[While Sokka speaks, Zei writes in his journal.]"
"3874",6709,"[Straightening his back.]"
"3875",6710,"[Examines the map while the camera pans across it.]"
"3876",6711,"[Raises his fist slightly.]"
"3877",6711,"[Cut to a shot of Toph laying down. Her feet are closest to the camera, showing her dirt-stained soles.]"
"3878",6712,"[In disbelief.]"
"3879",6714,"[Sarcastically.]"
"3880",6716,"[Intrigued.]"
"3881",6717,"[Puts her hand on the side of Sokka's face to stop him from talking.]"
"3882",6718,"[Katara and Sokka turn to him in surprise. Cut to Zei.]"
"3883",6718,"[Takes out a drawing of the library and places it on the table.]"
"3884",6719,"[Aang walks over to look at the maps while he sips his drink.]"
"3885",6721,"[Cut to a shot of Sokka as he points his finger into the air dramatically. The background changes to a rushing one.]"
"3886",6721,"[Sokka's voice echoes. Zoom back to a group shot, with Sokka still having his finger raised in the air.]"
"3887",6722,"[Waving her hand to gain the others attention.]"
"3888",6724,"[Slams her drink on the table and folds her arms. Cut to a shot of Zei.]"
"3889",6725,"[In a depressed voice.]"
"3890",6729,"[Runs toward the sandbenders.]"
"3891",6731,"[Appa growls and Zei responds enthusiastically.]"
"3892",6731,"[Scratches Appa's head.]"
"3893",6731,"[Momo crawls up to Zei's side and starts chittering.]"
"3894",6732,"[Examines the picture of the library.]"
"3895",6734,"[Groans in frustration.]"
"3896",6736,"[Eyes widen in surprise before narrowing.]"
"3897",6736,"[Collapses on the saddle, putting her feet over the side.]"
"3898",6738,"[Pointing over the side of the saddle with excitement.]"
"3899",6738,"[Everybody on Appa looks to where Toph is pointing, but they can only see sand dunes. Aang, Katara, and Sokka glare at Toph in annoyance for tricking them. Cut back to the shot of Toph.]"
"3900",6738,"[Waves her hand in front of her face with a blank grin to remind them of the fact that she is blind. She quickly goes back to clutching the saddle.]"
"3901",6741,"[Looks through his telescope and spots a tower. Pointing.]"
"3902",6743,"[Holding the illustrations.]"
"3903",6743,"[Side shot.]"
"3904",6745,"[To Zei.]"
"3905",6747,"[Frontal shot.]"
"3906",6748,"[Looking at the illustration Katara is holding.]"
"3907",6748,"[Camera pans down from the tower to the illustration.]"
"3908",6751,"[Shouting dramatically.]"
"3909",6751,"[Cut to a shot of the group standing in front of the spire. Zei runs forward. Depressed.]"
"3910",6751,"[Collapses. Smiling, he lifts his head and reveals a small shovel in hand. Excitedly.]"
"3911",6751,"[He attempts to unearth the library using the tiny shovel. Cut to a close-up of the spire's surface as Toph places her palm against it.]"
"3912",6752,"[Cut a small part of the library which Toph puts her hand on.]"
"3913",6752,"[Aerial shot.]"
"3914",6757,"[Sheepishly.]"
"3915",6760,"[To Appa.]"
"3916",6760,"[Walks off camera.]"
"3917",6762,"[Awkwardly.]"
"3918",6764,"[Shot changes to show Zei, Aang, and Sokka climb down the rope with owl arches in the background.]"
"3919",6764,"[Pointing.]"
"3920",6764,"[Cut to an above shot of Sokka, Aang, and Zei, who are hanging from the rope. Sokka and Aang giggle at the word.]"
"3921",6766,"[Cut back to a smiling Zei.]"
"3922",6768,"[Examines an owl mosaic above two pillars.]"
"3923",6768,"[Sokka, Katara, and Aang look at Zei quizzically.]"
"3924",6770,"[Turns his head around.]"
"3925",6772,"[Smiles and walks from behind the pillar and up to Wan Shi Tong.]"
"3926",6773,"[Looks to the side.]"
"3927",6778,"[Cut to Zhao, studying scrolls in the library. Voice-over.]"
"3928",6778,"[Scene changes to the present.]"
"3929",6778,"[Leans toward a sweating Sokka.]"
"3930",6779,"[Cut to his reflection in Wan Shi Tong's eye.]"
"3931",6780,"[Blinks.]"
"3932",6782,"[Shot changes to him leaning toward Sokka.]"
"3933",6783,"[Grabs Aang and puts him into the shot.]"
"3934",6783,"[Nudges Aang.]"
"3935",6784,"[Frontal shot.]"
"3936",6784,"[Side shot.]"
"3937",6784,"[They bow to Wan Shi Tong.]"
"3938",6785,"[Shot changes to Zei, Aang, Katara, and Sokka looking hopefully.]"
"3939",6785,"[They look at the spirit a little worriedly. Further overhead shot.]"
"3940",6786,"[Walks up to Wan Shi Tong holding a book and kneels down.]"
"3941",6787,"[Frontal shot.]"
"3942",6787,"[Grabs the book with his wing.]"
"3943",6788,"[Camera pans up to show her holding the waterbending scroll.]"
"3944",6789,"[Frontal shot.]"
"3945",6789,"[Grabs the scroll.]"
"3946",6790,"[Cut to him.]"
"3947",6790,"[Grabs his wanted poster out of his shirt and shows it to Wan Shi Tong.]"
"3948",6791,"[Takes the poster.]"
"3949",6792,"[Side shot of him walking forward.]"
"3950",6792,"[Frontal shot of him holding a piece of string.]"
"3951",6792,"[Ties the string into a butterfly knot and shows it to Wan Shi Tong.]"
"3952",6792,"[Aang, Katara, and Zei look at Sokka with uncertainty. Shot of Wan Shi Tong just looking at him in silence.]"
"3953",6793,"[Frontal shot.]"
"3954",6793,"[Sokka grunts as Wan Shi Tong takes the knot.]"
"3955",6793,"[Jumps off the bridge and flies down to lower levels of the library.]"
"3956",6795,"[Narrows his eyes.]"
"3957",6797,"[To Appa.]"
"3958",6797,"[Appa purrs deeply and scratches his ear.]"
"3959",6797,"[Closer shot of the two. Toph picks up a handful of sand and lets it fall.]"
"3960",6797,"[Appa makes a rumbling groan with a further shot.]"
"3961",6797,"[Appa grunts.]"
"3962",6799,"[Holds the illustration up to show Sokka and Katara.]"
"3963",6800,"[Pulls a book off the bookshelf with the symbols <U+5B50><U+767D> on the cover.]"
"3964",6801,"[Walks up to Aang, carrying a book.]"
"3965",6804,"[Reading from the parchment.]"
"3966",6804,"[He looks around, making sure no one is watching, before prying open the frame with his sword and taking the parchment.]"
"3967",6805,"[Walks in with Katara and Zei.]"
"3968",6806,"[Running down a section of a library.]"
"3969",6806,"[Aang, Katara, and Zei follow him.]"
"3970",6807,"[Looking at a room full of ashes.]"
"3971",6809,"[Collapses on his knees.]"
"3972",6809,"[Hears whimpering and looks at the entrance to see the Knowledge Seeker standing on its hind legs.]"
"3973",6818,"[Mock whispering.]"
"3974",6823,"[Narrows his eyes.]"
"3975",6824,"[Walks next to Aang.]"
"3976",6824,"[Shot changes to show the sun piece of the planetarium covered by the moon piece.]"
"3977",6824,"[Grabs Aang's shoulders and shakes him.]"
"3978",6824,"[Pushes Aang back.]"
"3979",6827,"[To the Knowledge Seeker.]"
"3980",6827,"[Tosses the fox a snack from his bag. To Aang and Katara.]"
"3981",6828,"[Enters the shot from behind Sokka.]"
"3982",6828,"[Sokka gulps. Shot changes to show Wan Shi Tong talking to them from the entrance.]"
"3983",6832,"[Flaps his wings and the library starts shaking.]"
"3984",6835,"[Sand pours from the ceiling.]"
"3985",6836,"[Pecks at them, but misses.]"
"3986",6838,"[Appa stands up and hurries away from the library. Toph looks at the sinking library.]"
"3987",6838,"[Running up to the library.]"
"3988",6838,"[Punches both fists into the library to stop it from sinking. Her feet slip in the sand, so she pauses to solidify it.]"
"3989",6838,"[Struggles to stop it from sinking again.]"
"3990",6840,"[Stops running and turns back toward Wan Shi Tong.]"
"3991",6842,"[Runs back to Katara, Zei, and Sokka.]"
"3992",6846,"[Aang runs up to him.]"
"3993",6854,"[Struggling.]"
"3994",6859,"[Adjusting the calendar wheel.]"
"3995",6861,"[Pushing the lever.]"
"3996",6863,"[Takes out a piece of paper and writes down the date.]"
"3997",6867,"[Fires three more slices of sand.]"
"3998",6867,"[Grabs the library.]"
"3999",6867,"[Closes her eyes as the camera pans to show the sand-sailers dragging Appa away.]"
"4000",6871,"[Raises his head and unfolds his wings to attack.]"
"4001",6873,"[Swings his fist to the side as he says this.]"
"4002",6876,"[Sitting among a pile of books holding a scroll that surrounds him. The sand is building up and beginning to cover some of the stacks. Zei is reading a scroll. The camera slowly zooms in.]"
"4003",6876,"[Drops the parchment to his lap and raises his right fist.]"
"4004",6876,"[Places his hand on his chest and looks up.]"
"4005",6876,"[Cut to a close-up of Zei with his eyes closed. He opens his eyes while smiling and speaks wistfully.]"
"4006",6877,"[Cut to a shot of Sokka and Katara looking at the professor. Katara looks up at Sokka.]"
"4007",6879,"[Jumps and hugs his sister.]"
"4008",6880,"[Stands up and walks toward Toph.]"
"4009",6883,"[Enraged.]"
"4010",6885,"[Defensively.]"
"4011",6887,"[Still enraged.]"
"4012",6888,"[Turns to face him slightly.]"
"4013",6889,"[Snaps at Toph in a harsh way.]"
"4014",6897,"[In a cold, hard tone.]"
"4015",6908,"[Annoyed.]"
"4016",6913,"[Surprised.]"
"4017",6914,"[The camera cuts to each member of the Rough Rhinos.]"
"4018",6917,"[While rubbing his arm.]"
"4019",6922,"[Grasping his shoulder again as he racks his brain in search of an answer.]"
"4020",6924,"[Annoyed.]"
"4021",6924,"[His eyes widen in comprehension as he sees who bumped into him.]"
"4022",6935,"[As he points to his mouth.]"
"4023",6935,"[He tries to define the taste of the water, smacking his lips. Disgustedly he exclaims.]"
"4024",6938,"[Sad tone.]"
"4025",6941,"[Worried.]"
"4026",6944,"[Backing away from Sokka and the cactus.]"
"4027",6945,"[While cactus juice drips off his chin.]"
"4028",6947,"[In a strange echoing voice.]"
"4029",6947,"[He crawls over the ground as a caterpillar before jumping back to the front, pushing his face toward the camera with a big smile.]"
"4030",6953,"[Wrapping her arm around Toph's shoulders.]"
"4031",6955,"[In awe.]"
"4032",6957,"[He glides down and lands on a dune.]"
"4033",6959,"[Yelling.]"
"4034",6963,"[Very excited.]"
"4035",6986,"[Hopelessly.]"
"4036",6987,"[Encouraging.]"
"4037",6989,"[Hopeful.]"
"4038",6991,"[Pointing up at the sky.]"
"4039",6993,"[Grabs her head in annoyance.]"
"4040",7000,"[Theatrically panics, grabbing his head in despair.]"
"4041",7003,"[Relieved.]"
"4042",7006,"[Offended.]"
"4043",7006,"[Pointing an accusing finger at Momo.]"
"4044",7009,"[Sadly.]"
"4045",7010,"[She pulls out a map of the stars.]"
"4046",7015,"[Pointing at something behind Zuko.]"
"4047",7024,"[Gesturing Iroh to sit down.]"
"4048",7024,"[Iroh places the lotus tile in the center of the board.]"
"4049",7024,"[He cups his hands toward Iroh.]"
"4050",7033,"[He walks over to the Pai Sho table, followed by Yu.]"
"4051",7034,"[Quickly places himself before Iroh and Zuko, preventing Xin Fu and Yu from reaching them.]"
"4052",7036,"[Places a hand on Zuko's shoulder to reassure him.]"
"4053",7037,"[To Yu and Xin Fu.]"
"4054",7049,"[Joyfully.]"
"4055",7050,"[Grabs Momo's tail, using it to rub his cheek.]"
"4056",7052,"[Sadly.]"
"4057",7052,"[Offers he pouch to Aang.]"
"4058",7054,"[Disappointed.]"
"4059",7055,"[Lashes out.]"
"4060",7055,"[Pointing his staff at Katara.]"
"4061",7059,"[Pointing toward the little rocklike shaped object she tripped over.]"
"4062",7064,"[Tapping the compass.]"
"4063",7067,"[Annoyed.]"
"4064",7077,"[Dreamily.]"
"4065",7080,"[Ecstatic.]"
"4066",7081,"[Hopeful.]"
"4067",7082,"[Darkly.]"
"4068",7086,"[Breathes deeply.]"
"4069",7089,"[Irritated.]"
"4070",7093,"[Close-up of her feet.]"
"4071",7093,"[Camera pans up to her.]"
"4072",7095,"[Surprised.]"
"4073",7121,"[Calmly.]"
"4074",7122,"[Happily shrugs his shoulders.]"
"4075",7129,"[She gestures at Aang. The leader's eyes widen a bit at this information.]"
"4076",7140,"[Angry.]"
"4077",7144,"[Enraged.]"
"4078",7147,"[Calmly.]"
"4079",7148,"[To Xin Fu.]"
"4080",7157,"[To Ghashiun.]"
"4081",7160,"[Enraged.]"
"4082",7163,"[With the voices of all the Avatars.]"
"4083",7164,"[Frightened.]"
"4084",7164,"[The sandbenders raise their hands as if to ward off the Avatar's bright, angry glare.]"
"4085",7169,"[Excitedly.]"
"4086",7169,"[Jumps into the water.]"
"4087",7171,"[Sarcastically.]"
"4088",7172,"[Wrings her hair dry and bends the water off the map.]"
"4089",7177,"[Quietly.]"
"4090",7179,"[Surprised.]"
"4091",7188,"[Punches Sokka in the arm.]"
"4092",7197,"[Turns away for a second before turning back with a floral hat on his head.]"
"4093",7198,"[Sips food and spits it out.]"
"4094",7200,"[Longshot nods.]"
"4095",7204,"[At this, Iroh's mouth hangs open as he starts to drool.]"
"4096",7205,"[Tosses the bowl of rotten food into the water.]"
"4097",7209,"[He is carried away.]"
"4098",7215,"[The screen pans to show several impostors; notices Momo.]"
"4099",7219,"[Presents her passport.]"
"4100",7221,"[Sweeps her arm behind her, presenting her friends to the hesitant clerk.]"
"4101",7224,"[Stamps an approval seal on the tickets.]"
"4102",7232,"[Kisses Sokka on the cheek.]"
"4103",7233,"[Embraces her.]"
"4104",7240,"[Momo jumps up next to her.]"
"4105",7240,"[Scratches his head near his ear.]"
"4106",7242,"[To Aang.]"
"4107",7247,"[Stamps a ""denied"" stamp on Aang's forehead.]"
"4108",7258,"[In her normal Kyoshi Warrior attire.]"
"4109",7277,"[The rock falls to the water, which the Fire Nation ship notices. It fires.]"
"4110",7281,"[Pretending to be Sokka.]"
"4111",7283,"[Moves her sleeping bag.]"
"4112",7289,"[Aang remains silent.]"
"4113",7291,"[ Holds out her arms.]"
"4114",7292,"[Bows before her.]"
"4115",7292,"[Exits.]"
"4116",7301,"[Jealous.]"
"4117",7309,"[Exits.]"
"4118",7312,"[Walks away.]"
"4119",7313,"[Calling out to her.]"
"4120",7324,"[She divides the water, allowing everyone to walk through the drowned out path.]"
"4121",7324,"[Aang helps by creating an air bubble.]"
"4122",7330,"[Holds up Momo.]"
"4123",7332,"[Blasts the Serpent back with a burst of air.]"
"4124",7332,"[Takes off on his glider.]"
"4125",7335,"[Feels the ice but her sense of sight is restricted.]"
"4126",7335,"[The serpent takes out half the island.]"
"4127",7335,"[Slowly crosses the ice.]"
"4128",7345,"[Thinking it is Sokka.]"
"4129",7345,"[Kisses Suki on the cheek.]"
"4130",7347,"[Chuckles. Embarrassed.]"
"4131",7350,"[Groans in pain.]"
"4132",7353,"[Panicked.]"
"4133",7356,"[Toph earthbends the rock to form a tent.]"
"4134",7361,"[Sokka enters.]"
"4135",7363,"[From inside the tent.]"
"4136",7365,"[Toph and Sokka enter the tent.]"
"4137",7374,"[Sheds some tears.]"
"4138",7382,"[Punches Aang in the arm.]"
"4139",7384,"[Aang and Momo fly off. The rest wave goodbye.]"
"4140",7391,"[Kisses Suki.]"
"4141",7397,"[Looking through the telescope.]"
"4142",7399,"[Strikes the periscope roughly alarming Ty Lee.]"
"4143",7400,"[Sharply while looking at the two girls.]"
"4144",7401,"[Swinging a knife around her finger; relieved.]"
"4145",7401,"[Rises and walks out.]"
"4146",7403,"[Surprised.]"
"4147",7407,"[Camera zooms out to drill.]"
"4148",7409,"[Despairingly.]"
"4149",7409,"[Huddles with family members.]"
"4150",7413,"[Happily.]"
"4151",7415,"[Calmly.]"
"4152",7417,"[Slightly taken aback.]"
"4153",7417,"[Confidently.]"
"4154",7417,"[Laughs, but subsequently turns serious.]"
"4155",7424,"[Upon witnessing the defeat of the Terra Team.]"
"4156",7424,"[Flails arms in panic.]"
"4157",7425,"[Slaps him across the face.]"
"4158",7426,"[Rubbing cheek.]"
"4159",7428,"[Meekly stands before the Avatar. Humbly.]"
"4160",7430,"[All turn their heads to Sokka.]"
"4161",7433,"[Complaining.]"
"4162",7439,"[Annoyed.]"
"4163",7440,"[Approaches the ticket booth.]"
"4164",7441,"[Flirtatiously.]"
"4165",7441,"[Stamps their tickets.]"
"4166",7442,"[Disgusted.]"
"4167",7442,"[Grabs ticket and walks away.]"
"4168",7453,"[Stops healing.]"
"4169",7455,"[Eyes widen in realization.]"
"4170",7456,"[Excitedly.]"
"4171",7460,"[Looking out over the wall with a determined look.]"
"4172",7462,"[Gesturing toward the drill.]"
"4173",7466,"[Periscope view shows front of drill and billowing cloud.]"
"4174",7466,"[Cut back to Ty Lee who looks away from the periscope with a spaced-out expression.]"
"4175",7467,"[Azula casts a doubtful look.]"
"4176",7472,"[Sarcastically.]"
"4177",7473,"[Sheepishly.]"
"4178",7479,"[He and Aang disappear into the drill.]"
"4179",7482,"[Sokka unexpectedly cuts off a steam valve with his machete.]"
"4180",7486,"[Appears behind him.]"
"4181",7494,"[Waves hand.]"
"4182",7502,"[Walking away.]"
"4183",7506,"[Gritting in a whisper.]"
"4184",7507,"[Mourning.]"
"4185",7507,"[Sniffs. The cup is shown overturned in a puddle.]"
"4186",7510,"[Crosses her arms.]"
"4187",7511,"[Turns and gestures to self.]"
"4188",7511,"[Makes rapid chop-chop gestures.]"
"4189",7511,"[Strikes a heroic pose.]"
"4190",7513,"[Pumping arms in the air.]"
"4191",7513,"[Katara grinds her teeth as she seethes with rage.]"
"4192",7514,"[Explodes with frustration.]"
"4193",7516,"[Recovers and points reassuringly.]"
"4194",7518,"[Panting in exhaustion.]"
"4195",7523,"[Cuts to him standing in the command module.]"
"4196",7525,"[Pushing against brace.]"
"4197",7525,"[Makes several more attempts to move it.]"
"4198",7528,"[Struck with realization.]"
"4199",7528,"[Rises.]"
"4200",7528,"[Strikes Sokka several times.]"
"4201",7528,"[Hits him softly on the head.]"
"4202",7532,"[Rising.]"
"4203",7536,"[Straining as the drill continues to push her back.]"
"4204",7543,"[Sharply.]"
"4205",7545,"[Glances up in horror.]"
"4206",7547,"[Barely misses another fire blast.]"
"4207",7548,"[Cut to a close-up of Ty Lee; she smiles flirtatiously at Sokka.]"
"4208",7549,"[Smiles and waves.]"
"4209",7552,"[Throws him her water skin.]"
"4210",7556,"[Reads a sign nearby, while Sokka struggles to open the hatch.]"
"4211",7557,"[Having successfully opened hatch which leads to a canal channeling slurry.]"
"4212",7559,"[Holds her hands over the slurry.]"
"4213",7561,"[Shivers in disgust.]"
"4214",7563,"[Hatefully and tauntingly.]"
"4215",7566,"[Halting.]"
"4216",7566,"[Looks up to find boulders being hurtled down the wall, nearly crushing him. Yelling.]"
"4217",7567,"[Frantically.]"
"4218",7570,"[Irritated.]"
"4219",7571,"[Screaming.]"
"4220",7573,"[Approaching Katara.]"
"4221",7576,"[Exhausted.]"
"4222",7578,"[Assuming a fighting stance.]"
"4223",7580,"[Runs over to the wedge he sliced in the drill.]"
"4224",7580,"[A boulder falls before him.]"
"4225",7585,"[Dryly.]"
"4226",7590,"[Darkly.]"
"4227",7592,"[Strokes the infant.]"
"4228",7596,"[Unamused.]"
"4229",7597,"[Pulls out boomerang.]"
"4230",7598,"[Grins.]"
"4231",7599,"[Begins walking away.]"
"4232",7603,"[Also walking away.]"
"4233",7608,"[Excitedly.]"
"4234",7608,"[Cut to a shot of the monorail approaching the wall. Cut back inside monorail.]"
"4235",7609,"[Slightly skeptically.]"
"4236",7610,"[Slightly annoyed, yet still jokingly.]"
"4237",7613,"[Sympathetically.]"
"4238",7614,"[Doubtfully.]"
"4239",7615,"[Somewhat optimistically.]"
"4240",7617,"[Realizing the city's gigantic size.]"
"4241",7619,"[Sighs.]"
"4242",7620,"[Excitedly.]"
"4243",7621,"[Shot shows Sokka and Toph with Momo resting on her shoulder.]"
"4244",7623,"[Katara walks over to the downtrodden Aang, and places her hand on his shoulder. More confidently.]"
"4245",7625,"[Excited.]"
"4246",7628,"[Slightly annoyed.]"
"4247",7628,"[Walks up to Joo Dee.]"
"4248",7629,"[Close-up on Joo Dee's face.]"
"4249",7633,"[Shot changes to outside the carriage as the camera pans across some refugees.]"
"4250",7633,"[Shot changes back to inside the carriage.]"
"4251",7635,"[Nervously.]"
"4252",7636,"[Nervous look on her face.]"
"4253",7637,"[Upset and somewhat bored.]"
"4254",7637,"[Looks out the window.]"
"4255",7639,"[He gives Zuko a nudge with the elbow.]"
"4256",7640,"[Bleakly.]"
"4257",7647,"[Walks forward a bit and turns his head to face the pair.]"
"4258",7651,"[Cut to inside carriage. Leaning toward Joo Dee, losing his patience.]"
"4259",7652,"[Smiling; excitedly.]"
"4260",7655,"[Crosses her arms as everyone else glares sadly at Sokka.]"
"4261",7657,"[Cut to close-up of Pao.]"
"4262",7659,"[Annoyed.]"
"4263",7660,"[Cut to a view behind Iroh with the apron strings not quite long enough to tie.]"
"4264",7664,"[Quickly holds the cup at a distance.]"
"4265",7664,"[Looks at it in disgust.]"
"4266",7665,"[Iroh closely examines his cup. In an annoyed tone.]"
"4267",7666,"[Angrily.]"
"4268",7670,"[Close-up.]"
"4269",7674,"[Close-up view. Bored and annoyed.]"
"4270",7675,"[Close-up view.]"
"4271",7679,"[Close-up view.]"
"4272",7679,"[Cut to behind the gang looking down at Joo Dee.]"
"4273",7680,"[Close-up view of Team Avatar. Surprised.]"
"4274",7681,"[Close-up view. Smiling widely.]"
"4275",7681,"[Closes her eyes and grins.]"
"4276",7683,"[Close-up side-view.]"
"4277",7684,"[Cut to view of entire room from the back.]"
"4278",7685,"[Close-up view over Sokka's shoulder. Smiling.]"
"4279",7685,"[Close-up on Sokka, as an annoyed expression covers his face.]"
"4280",7686,"[Cut to Momo and Aang. Aang turns to look out the window determined.]"
"4281",7686,"[At the sound of Appa's name, Momo wakes up.]"
"4282",7687,"[Side-view of Aang with Joo Dee behind. Bows.]"
"4283",7688,"[Cut to Katara and Toph. Annoyed.]"
"4284",7690,"[She takes a step, blocking Toph's path.]"
"4285",7690,"[Close-up of Toph, from behind, with Joo Dee in front.]"
"4286",7692,"[Close-up shot.]"
"4287",7693,"[Cut to shot of Aang and Sokka, Joo Dee lurking behind.]"
"4288",7694,"[Slightly frustrated.]"
"4289",7694,"[Pointing at him accusingly.]"
"4290",7695,"[Close-up shot. Nervous and perspiring.]"
"4291",7695,"[Looks at Joo Dee, who is standing behind Sokka and Aang, shaking her head.]"
"4292",7697,"[Frontal shot.]"
"4293",7698,"[Annoyed.]"
"4294",7699,"[Nervously.]"
"4295",7701,"[Close-up shot. Still very nervous.]"
"4296",7703,"[Smiling.]"
"4297",7705,"[He gestures to the rest of Team Avatar to follow him.]"
"4298",7707,"[Side-view of gang.]"
"4299",7707,"[Overhead view.]"
"4300",7708,"[Side-view of gang. Smiles.]"
"4301",7710,"[Frontal view. Shifts his eyes to the sides.]"
"4302",7711,"[Frontal view. Slightly annoyed.]"
"4303",7712,"[Frontal view.]"
"4304",7712,"[Looks to the sides to confirm that no one is present except them.]"
"4305",7713,"[Tight side-view of the gang and Pong.]"
"4306",7714,"[Puts his finger on his mouth, and whispers.]"
"4307",7714,"[Overhead view.]"
"4308",7717,"[Close-up of Jet.]"
"4309",7717,"[View from the outside in to the window where Zuko lays on a bed.]"
"4310",7718,"[Pan across to Iroh through another window.]"
"4311",7718,"[He rummages through the cupboard beneath the counter, where he is standing. Close-up view of kettle.]"
"4312",7719,"[Side-view. Whispering to himself.]"
"4313",7719,"[Opens his fist to show some emerald colored rocks. Close-up side-view.]"
"4314",7719,"[He sees Iroh going inside, and narrows his eyes.]"
"4315",7720,"[View through window. Coming back to the counter.]"
"4316",7723,"[Frontal view.]"
"4317",7723,"[Mimicking Joo Dee.]"
"4318",7724,"[Side-view of her and Aang. Reading from the papers.]"
"4319",7727,"[Close-up view. He is lying upside down.]"
"4320",7728,"[Frontal view.]"
"4321",7729,"[Frontal view.]"
"4322",7730,"[Side-view of room.]"
"4323",7732,"[Growing excited again.]"
"4324",7733,"[Lies down.]"
"4325",7734,"[Frontal view. Slightly confused.]"
"4326",7735,"[Over Katara's shoulder view.]"
"4327",7735,"[Takes a pastry from a bowl and eats it.]"
"4328",7736,"[Frontal view.]"
"4329",7737,"[Burps. Over Katara's shoulder view.]"
"4330",7737,"[Throws the half eaten pastry to the side.]"
"4331",7737,"[She picks her nose and flicks the snot off her finger.]"
"4332",7738,"[Side-view of room. Excitedly.]"
"4333",7741,"[Frontal view of Momo as he peeks at Aang from under the carpet and slightly bows.]"
"4334",7742,"[Stands up also wearing a curtain like a robe. Mimicking a typical high class person.]"
"4335",7746,"[Toph's snot falls on Sokka's forehead.]"
"4336",7748,"[Closing his hands into a fist.]"
"4337",7749,"[Wriggling his hands.]"
"4338",7751,"[Stunned.]"
"4339",7755,"[To Sokka and Aang.]"
"4340",7758,"[Overhead view of alley.]"
"4341",7759,"[Cut to side-view of the threesome, tea shop in background.]"
"4342",7760,"[Close-up shot.]"
"4343",7764,"[Side-view of threesome.]"
"4344",7765,"[View of Longshot and Smellerbee from behind Jet. Longshot and Smellerbee look down, guiltily.]"
"4345",7765,"[He goes toward the tea shop.]"
"4346",7768,"[Frontal view.]"
"4347",7768,"[He waves a hand through the steam coming from the teapot and walks toward the back of the shop where the owner is, while Zuko gives him a disgusted look.]"
"4348",7769,"[Side-view. Turning to Iroh.]"
"4349",7771,"[Pointing an accusing finger at Iroh and Zuko.]"
"4350",7774,"[Frontal view. Bleakly.]"
"4351",7775,"[Frontal view.]"
"4352",7776,"[Frontal view. Stands up, along with another man.]"
"4353",7777,"[Frontal view. To Zuko.]"
"4354",7782,"[Formally.]"
"4355",7785,"[Irritated.]"
"4356",7786,"[Unyielding.]"
"4357",7788,"[Side-view.]"
"4358",7788,"[Whispering.]"
"4359",7788,"[Again, normally.]"
"4360",7789,"[Close-up view as he smiles and bows his head.]"
"4361",7794,"[Close-up shot. Turning to the girls.]"
"4362",7795,"[View of her and Toph.]"
"4363",7795,"[Toph frowns and pulls a string hanging from Katara's headdress, causing her pain.]"
"4364",7796,"[Close-up shot.]"
"4365",7797,"[Side-view. Feigning looking around.]"
"4366",7797,"[Smiles.]"
"4367",7799,"[He turns around and leads the two girls, while Katara glances at Toph, nervously.]"
"4368",7801,"[Worried and nervous.]"
"4369",7803,"[He picks Momo up.]"
"4370",7803,"[Moves Momo in a circle.]"
"4371",7807,"[Rolls his eyes.]"
"4372",7807,"[Smiling, he and Aang sink behind the pedestal.]"
"4373",7809,"[Close-up shot with a sinister grin.]"
"4374",7809,"[Close-up shot of Zuko with a look of annoyance.]"
"4375",7817,"[Aerial view.]"
"4376",7817,"[View behind Zuko looking at Jet.]"
"4377",7819,"[A little worried.]"
"4378",7820,"[He grows slightly annoyed as Momo's tail, which has been sticking out of Aang's hat, begins to wag in his face.]"
"4379",7821,"[Slightly nervous.]"
"4380",7822,"[He grabs Momo's tail, still wagging in his face, and vigorously stuffs it back into Aang's hat.]"
"4381",7826,"[Trying to speak in a fancy voice.]"
"4382",7826,"[Sokka leans in, eyes closed, with his tray to hand her a puff, unaware it's her.]"
"4383",7827,"[Surprised and happy.]"
"4384",7828,"[Back to her normal voice.]"
"4385",7830,"[Opening his eyes, realizing who they are. Sarcastically.]"
"4386",7831,"[Close-up of her face.]"
"4387",7833,"[Slightly confused, not seeing anyone following them.]"
"4388",7838,"[Close-up of her face.]"
"4389",7843,"[Amazed.]"
"4390",7845,"[Whispers.]"
"4391",7846,"[View of Aang from above.]"
"4392",7850,"[Frontal view.]"
