"","id","scene_description"
"4393",7851,"[Panning view from behind Jet facing Iroh and Zuko.]"
"4394",7852,"[Pointing to Jet.]"
"4395",7854,"[Frontal view. Blushing.]"
"4396",7866,"[He bows.]"
"4397",7873,"[Frontal view.]"
"4398",7874,"[Angry.]"
"4399",7875,"[Frontal view.]"
"4400",7876,"[Side-view of room.]"
"4401",7877,"[Stands up, annoyed. Shot changes briefly to a confused Sokka.]"
"4402",7877,"[Cut back to Long Feng.]"
"4403",7877,"[Scene changes as he talks to the two Dai Li agents dragging Jet into a dark room, making him sit on a stone chair.]"
"4404",7880,"[Frontal view.]"
"4405",7885,"[Camera changes to an aerial view zooming out.]"
"4406",7892,"[Stepping forward, pointing a finger at Long Feng.]"
"4407",7893,"[Side-view of room.]"
"4408",7893,"[Cut to side-view of Long Feng and Aang. Long Feng steps forward and bends down to look Aang in the eye. Aang stares back at Long Feng, angrily.]"
"4409",7893,"[He turns around and walks over to the hearth with the green fire.]"
"4410",7893,"[View of Long Feng turning slightly to look at Aang.]"
"4411",7893,"[Aang appears frightened, but his expression soon changes to that of anger. Cut to an overhead shot of the room. Long Feng sits down, as Joo Dee opens the doors and walks toward the group.]"
"4412",7896,"[Surprised.]"
"4413",7898,"[Bows her head.]"
"4414",7906,"[Thinking.]"
"4415",7910,"[Sarcastically.]"
"4416",7925,"[Angrily.]"
"4417",7926,"[Sarcastically.]"
"4418",7926,"[She laughs.]"
"4419",7926,"[She earthbends the bridge, removing a circular part above which the three girls are standing, causing the girls to fall into the creek below. Cut to Katara's face from the hole.]"
"4420",7930,"[Cut to a close-up of Toph's face.]"
"4421",7930,"[She stops walking, and she cries a bit.]"
"4422",7931,"[Toph sniffs.]"
"4423",7931,"[Keeps her palm on Toph's shoulder.]"
"4424",7932,"[Turning to Katara, smiling.]"
"4425",7935,"[Katara laughs.]"
"4426",7935,"[She punches Katara's shoulder, her way of showing affection.]"
"4427",7938,"[He points to another basket.]"
"4428",7939,"[He hands a coin to the owner, and takes the basket. As he goes, he sees a vase that contains a moon flower. He slides the vase into the shade, which causes the flowers to bloom instantly.]"
"4429",7939,"[He bows to the shop owner and walks away.]"
"4430",7942,"[He takes an instrument from the shop, and starts singing, walking toward the boy. Iroh gets down on one knee near the boy as he begins to sing.]"
"4431",7947,"[Angrily.]"
"4432",7952,"[Confused.]"
"4433",7954,"[Confused.]"
"4434",7955,"[Looks at his stance in a confused manner.]"
"4435",7956,"[He shakes his head.]"
"4436",7956,"[He quickly grabs the arm of the mugger and disarms him, while pushing his attacker and knocking him to the ground. He smiles, while twirling the dagger in his hand, and helps Tycho to his feet.]"
"4437",7957,"[Hands the knife back to Tycho.]"
"4438",7957,"[Iroh demonstrates a proper stance, which Tycho attempts to imitate, but is still not assuming the correct form. Iroh walks over to him and holds his head still while he adjusts the man's stance with a light kick.]"
"4439",7958,"[He sighs.]"
"4440",7964,"[Smiling.]"
"4441",7966,"[Cut to his face, as he starts to cry.]"
"4442",7966,"[He sings, but his voice cracks due to him crying.]"
"4443",7969,"[Kneeling on one knee and holding his hand out.]"
"4444",7971,"[Shot cuts to Kenji and Aang walking around in the zoo.]"
"4445",7972,"[Looking at a cage.]"
"4446",7972,"[They both stop walking.]"
"4447",7973,"[Shot cuts to the depressed rabaroo.]"
"4448",7974,"[Smiling.]"
"4449",7975,"[Surprised.]"
"4450",7980,"[He is interrupted by a rabaroo looking at him with a cabbage in her mouth. She chews it, and returns to the cart to eat more. The merchant throws down the cabbages he holds in his hand, and goes back.]"
"4451",7982,"[He scratches his head.]"
"4452",7986,"[He points to a large stampede of creatures following Aang.]"
"4453",7988,"[Yelling.]"
"4454",7993,"[Pointing into one of the pens.]"
"4455",7995,"[Cut to a guest's face.]"
"4456",8003,"[Looking pleased.]"
"4457",8005,"[Collecting himself and removing the window frame.]"
"4458",8007,"[She bows her head.]"
"4459",8008,"[Thinking for a moment.]"
"4460",8008,"[Counting five syllables on his fingers.]"
"4461",8008,"[The ladies laugh at his haiku.]"
"4462",8009,"[She narrows her eyes.]"
"4463",8013,"[She walks up to the stage.]"
"4464",8015,"[Turns around and paddles his behind, as the ladies laugh.]"
"4465",8016,"[She takes a plum from her sleeve, drops it to the ground, and squashes it.]"
"4466",8017,"[Making arm movements.]"
"4467",8017,"[He draws his boomerang.]"
"4468",8017,"[The class laughs.]"
"4469",8019,"[Making more arm movements.]"
"4470",8021,"[Bringing Sokka to his face.]"
"4471",8025,"[Iroh descends from the ladder.]"
"4472",8025,"[Cut to a shot of a girl sitting in the corner of the shop, drinking tea.]"
"4473",8025,"[Iroh looks at the girl, but is quickly pulled back by Zuko.]"
"4474",8026,"[Cut to a shot of the girl.]"
"4475",8027,"[Bewildered.]"
"4476",8028,"[She hands Zuko some coins, which he puts on a table.]"
"4477",8028,"[Iroh slightly smiles at the question.]"
"4478",8029,"[Turning back.]"
"4479",8030,"[Zuko is stunned.]"
"4480",8031,"[Before the stunned Zuko can respond.]"
"4481",8034,"[She ruffles his hair.]"
"4482",8035,"[He stops Jin from ruffling his hair.]"
"4483",8039,"[Sipping tea; intrigued.]"
"4484",8041,"[Addressing Zuko.]"
"4485",8042,"[He yells in an assertive tone, pounding the table.]"
"4486",8044,"[He fiddles his thumbs awkwardly.]"
"4487",8045,"[Uncomfortably.]"
"4488",8049,"[She thinks for a moment and quickly points at him.]"
"4489",8050,"[Zuko folds his arms and looks annoyed.]"
"4490",8051,"[She holds out some objects.]"
"4491",8053,"[Wipes the pieces of the objects from his hair.]"
"4492",8063,"[Removes her palms from her eyes.]"
"4493",8063,"[Cut to a shot showing the candles lit. Jin looks at Zuko, amazed. She walks up to him, looking at the candles.]"
"4494",8063,"[She looks at a smiling Zuko.]"
"4495",8065,"[Jin becomes surprised.]"
"4496",8067,"[He takes a few steps back.]"
"4497",8068,"[She walks close to him and turns his head toward her.]"
"4498",8071,"[Stops for a moment.]"
"4499",8071,"[He walks off, leaving a disappointed Jin.]"
"4500",8080,"[Lets go of the library and sends a slice of sand at the sandbenders, which misses completely. She grabs the library again.]"
"4501",8083,"[Regretfully.]"
"4502",8083,"[She sniffles and closes her eyes.]"
"4503",8089,"[To Ghashiun.]"
"4504",8090,"[To the two sandbenders on Appa's saddle.]"
"4505",8090,"[Walks up to Sokka's club among a sleeping pad and parasol.]"
"4506",8091,"[Jumps off Appa with the other sandbender and kicks a box.]"
"4507",8093,"[Walks to the side of Appa's head.]"
"4508",8094,"[Appa roars, startling two of the merchants. Ghashiun chuckles.]"
"4509",8098,"[Closer shot of Aang, who blows his bison whistle.]"
"4510",8100,"[Sailing away with his sandbenders.]"
"4511",8100,"[Laughs.]"
"4512",8104,"[Pulls a dart out of his robe.]"
"4513",8104,"[Blows three darts at Appa's feet.]"
"4514",8106,"[The camera pans up to the empty desert. Aang's eyes start watering and he closes them.]"
"4515",8106,"[Opens his eyes with anger.]"
"4516",8106,"[Slams his glider against the ground, using airbending to send sand up into the air.]"
"4517",8109,"[Appa's vision starts blacking out.]"
"4518",8110,"[Sighs.]"
"4519",8110,"[The camera fades from black to show a circus trainer standing outside a cage.]"
"4520",8110,"[Cut to outside the cage, where the trainer pats Appa on the head.]"
"4521",8110,"[Frontal shot. Darkly.]"
"4522",8112,"[Walks up to Appa.]"
"4523",8112,"[Shows a cabbage to the drooling Appa.]"
"4524",8112,"[Takes away the cabbage as Appa tries to slurp it up. Walks up to the lion vulture.]"
"4525",8112,"[Gives the cabbage to the lion vulture and opens the cage.]"
"4526",8114,"[Appa belches loudly and the circus trainer quickly turns around.]"
"4527",8114,"[Firebends a whip and creates a fire in front of Appa's cage, causing Appa to panic.]"
"4528",8116,"[To the boy.]"
"4529",8116,"[Pointing at the ground.]"
"4530",8116,"[Pointing at Appa.]"
"4531",8116,"[The boy flinches slightly.]"
"4532",8118,"[Walking in front of Appa with the circus master, Shuzumu.]"
"4533",8119,"[Closer shot of him and the trainer.]"
"4534",8119,"[Raises his hands up.]"
"4535",8119,"[Points at Appa.]"
"4536",8120,"[Turns to Appa.]"
"4537",8120,"[Firebends a flame in front of Appa, causing the bison to reel back in fear, and walks away.]"
"4538",8122,"[Grabs the boy's shoulder.]"
"4539",8123,"[Waves at Appa.]"
"4540",8125,"[Voice-over.]"
"4541",8125,"[Frontal shot. Creates two flames with his hands.]"
"4542",8127,"[Appa shakes his head and turns around in a circle. The audience laughs.]"
"4543",8127,"[Summons a firebending whip and snaps it at Appa.]"
"4544",8128,"[Stands up.]"
"4545",8128,"[His father makes him sit back down.]"
"4546",8134,"[Creates a fire whip.]"
"4547",8138,"[Laughs as Appa continues licking his face.]"
"4548",8142,"[Wielding a pitchfork.]"
"4549",8144,"[Sitting up on the deck floor.]"
"4550",8145,"[Nervously.]"
"4551",8145,"[Zuko lies back down and Iroh sighs.]"
"4552",8148,"[The Kyoshi Warrior hands the clump of fur to her.]"
"4553",8148,"[The camera pans up to show Appa's trail of fur on the cliff. Suki follows the trail and gasps when she reaches the top.]"
"4554",8148,"[Close-up of Appa, who backs away into the passage in fear as Suki walks up. She stops and kneels down, putting several berries and an apple on the ground.]"
"4555",8148,"[Stands up and back away.]"
"4556",8150,"[Closer shot of the Kyoshi Warriors.]"
"4557",8152,"[Walking up the hill.]"
"4558",8152,"[The Kyoshi Warriors peer over the top of the hill at Appa, who growls and shakes his head at the intruders.]"
"4559",8152,"[The other Kyoshi Warriors take a step back. Suki takes a step forward.]"
"4560",8152,"[Appa growls and Suki slowly approaches Appa.]"
"4561",8152,"[Appa growls in response.]"
"4562",8152,"[Appa softly growls and Suki places her hands Appa's nose and Appa lies down with Suki kneeling in front.]"
"4563",8154,"[Holding a clump of Appa's fur.]"
"4564",8158,"[Beat.]"
"4565",8160,"[Aerial view; Mai sighs.]"
"4566",8161,"[Jumps off the mongoose lizard.]"
"4567",8161,"[Firebends at Appa, who the Kyoshi Warriors protect by moving their shields together.]"
"4568",8163,"[Looks at the weapons on her right arm in confusion.]"
"4569",8164,"[Throws a bunch of darts at the second Kyoshi Warrior.]"
"4570",8169,"[Unsheathes her sword.]"
"4571",8173,"[Calmly.]"
"4572",8175,"[Blinks in confusion.]"
"4573",8175,"[Aerial shot as Appa flies to the back of the balcony and closer shot as he growls at the guru.]"
"4574",8175,"[Side shot of Appa and Pathik on the balcony.]"
"4575",8177,"[Moves his hand.]"
"4576",8177,"[The camera shows a further shot of the balcony and pans up to the Air Temple; voice-over.]"
"4577",8177,"[Closer shot of Appa and Pathik.]"
"4578",8177,"[Puts his hand on Appa's forehead.]"
"4579",8177,"[Appa purrs and the shot fades to black.]"
"4580",8179,"[Cut to Appa, whose fur on one side of his head is slightly messed up.]"
"4581",8179,"[Appa growls and shakes away the bed head.]"
"4582",8181,"[Appa mutter in agreement and Pathik ties the scroll to Appa's horn. Cut to the leaves falling overhead and pan down to Appa and Pathik.]"
"4583",8181,"[Appa licks him.]"
"4584",8181,"[Places his hand on Appa's forehead. Further shot of the Air Temple as a path of light illuminates a pathway.]"
"4585",8181,"[Closer shot of Pathik and Appa.]"
"4586",8184,"[Cheerfully.]"
"4587",8184,"[Reveals the poster and Aang smiles and points at it.]"
"4588",8185,"[Shows his crudely drawn picture of Appa with a proud smile. Cut to an exasperated Aang while Katara tries to hold back her laughter.]"
"4589",8187,"[Dismayed.]"
"4590",8187,"[Points to the sketch.]"
"4591",8188,"[Takes the picture from Sokka, looks confused.]"
"4592",8189,"[Snatches back the picture indignantly.]"
"4593",8189,"[Hangs his head.]"
"4594",8190,"[Mockingly.]"
"4595",8191,"[Suddenly remembering that she is blind.]"
"4596",8194,"[Excitedly.]"
"4597",8194,"[Holds up some pamphlets.]"
"4598",8199,"[Frontal view. Pao looks around, concerned.]"
"4599",8200,"[Quickly moving to stand between the group.]"
"4600",8203,"[Cut to Zuko, who was busy putting empty tea cups on a tray, but now looks up and glances over his shoulder to follow Quon's offer more closely; voice-over.]"
"4601",8203,"[Cut back to frontal shot of Quon.]"
"4602",8210,"[Sarcastically.]"
"4603",8210,"[Walks outside, slams door shut.]"
"4604",8213,"[Aang sits.]"
"4605",8215,"[Opens the door.]"
"4606",8217,"[They approach as Joo Dee enters.]"
"4607",8222,"[Surprised.]"
"4608",8227,"[Angrily yelling; during this brief argument, Aang is shown as a chibi.]"
"4609",8227,"[Slams the door as she exits.]"
"4610",8229,"[Calming down.]"
"4611",8230,"[Takes out a side of the house with earthbending.]"
"4612",8233,"[Starts getting upset.]"
"4613",8233,"[Begins to sob.]"
"4614",8235,"[Camera zooms toward her eye as its iris dilates.]"
"4615",8236,"[Nods.]"
"4616",8236,"[Joo Dee nods and begins to exit. Long Feng gets up and moves to the fireplace.]"
"4617",8241,"[Shows Iroh the flyer.]"
"4618",8242,"[Grabs the flyer.]"
"4619",8242,"[Cut to Zuko looking out a window.]"
"4620",8243,"[Turns to Iroh.]"
"4621",8246,"[Zuko walks away.]"
"4622",8249,"[Peevishly.]"
"4623",8249,"[Angrily takes the paintbrush of glue from Sokka and throws glue on the wall. She puts up a poster, but it is backward.]"
"4624",8253,"[Walks closer. Smiling confidently.]"
"4625",8253,"[Katara's shocked blush transforms into a look of pure outrage. With a sweep of her arms, she bends up water from a lake directly at him while screaming in rage. Jet looks at the wave in fright.]"
"4626",8255,"[Bending up remaining water from the wave.]"
"4627",8255,"[Turns the water to ice, which sends Jet back to a wall.]"
"4628",8256,"[Blocks the ice with his swords.]"
"4629",8259,"[Close-up of Jet's face. Cut to aerial view before switching to a closer view of the group.]"
"4630",8262,"[Opens his hand and reveals he is holding a missing Appa poster.]"
"4631",8263,"[Turning from the leaflet back to Katara.]"
"4632",8266,"[Walks up to Jet and feels the wall he is pinned to.]"
"4633",8270,"[Points and looks angrily at Jet.]"
"4634",8274,"[Preparing to waterbend in defense.]"
"4635",8276,"[She shows them a clump of Appa's fur.]"
"4636",8277,"[Sadly.]"
"4637",8277,"[An old white haired man with a push-broom crosses behind the slumping Aang.]"
"4638",8278,"[Aang straightens with a shocked look.]"
"4639",8279,"[Aang swiftly moves closer to the man.]"
"4640",8281,"[Pauses.]"
"4641",8281,"[Dejectedly.]"
"4642",8282,"[Looking at map.]"
"4643",8282,"[Puts the map on the ground as they all gather round.]"
"4644",8292,"[Walks after Sokka and Aang.]"
"4645",8294,"[After Jet walks away.]"
"4646",8296,"[Smiles.]"
"4647",8296,"[Katara runs away from her.]"
"4648",8300,"[Spreads her arms outward in celebration.]"
"4649",8302,"[Surprised.]"
"4650",8303,"[Looks at Jet angrily.]"
"4651",8304,"[Turns to look at Smellerbee, confused.]"
"4652",8305,"[Runs up to Jet and hugs him.]"
"4653",8305,"[Camera quickly zooms in to Katara's shocked face.]"
"4654",8306,"[Shocked.]"
"4655",8310,"[Feeling the ground between Jet and Smellerbee.]"
"4656",8313,"[Glances to the sides.]"
"4657",8325,"[Teasingly.]"
"4658",8331,"[Spits it out.]"
"4659",8336,"[Sweating.]"
"4660",8337,"[Takes water and puts it around his ears, using healing to clear his mind.]"
"4661",8341,"[Stands up.]"
"4662",8353,"[Opens a door.]"
"4663",8360,"[Knocks away two agents with airbending.]"
"4664",8365,"[Gets in a fighting position.]"
"4665",8367,"[Gets into a fighting position.]"
"4666",8369,"[Close-up of his eye, his iris dilates.]"
"4667",8375,"[Sighs and takes off the mask.]"
"4668",8378,"[Starts yelling.]"
"4669",8378,"[Points at him.]"
"4670",8386,"[Runs back.]"
"4671",8391,"[Cut to a close-up of Jet's face as he hangs his head, while panting and sweating.]"
"4672",8395,"[Escaping upward to a pipe.]"
"4673",8395,"[Exits.]"
"4674",8404,"[Smiles a little.]"
"4675",8406,"[Whispering to Sokka.]"
"4676",8421,"[Happily crying.]"
"4677",8423,"[Zuko looks at his Blue Spirit mask as Iroh rests a hand on its shoulder.]"
"4678",8426,"[Momo flies into Appa to hug him too. Appa licks Aang, which causes Aang to laugh.]"
"4679",8434,"[Raises arms and opens eyes wide.]"
